week52change;week52high;week52low;marketcap;employees;day200MovingAvg;day50MovingAvg;float;avg10Volume;avg30Volume;ttmEPS;ttmDividendRate;companyName;sharesOutstanding;maxChangePercent;year5ChangePercent;year2ChangePercent;year1ChangePercent;ytdChangePercent;month6ChangePercent;month3ChangePercent;month1ChangePercent;day30ChangePercent;day5ChangePercent;nextDividendDate;dividendYield;nextEarningsDate;exDividendDate;peRatio;beta;symbol
-0.3175416002018243;11.3;3.75;260779808.0;2.0;8.75;5.0;30555049.0;283487.1;183004.2;-0.9278;;Alta Equipment Group, Inc.;38550152;-0.3155;-0.3175;-0.3206;-0.315148;-0.345327;-0.332413;-0.305919;0.484873;0.34;0.201317;;;2021-03-21;;-7.34;0.8451313300104583;ALTG
-0.878692;5.29;0.48;202092281.0;;1.9732;0.739;66016008.0;462581.5;506953.16;-5.2118;;Altus Midstream Co.;78028399;-0.9696;-0.9426;-0.9634;-0.91976;-0.805548;-0.677263;-0.644836;0.07806;-0.260616;0.142478;;;2020-07-25;;-0.13;1.4997363210677517;ALTM
-0.03828;45.28;23.89;2664969743.0;2961.0;35.05;29.96;42364405.0;254583.5;231379.36;-0.204;;Altair Engineering, Inc.;42842839;1.0031;0.9863;-0.0075;-0.038702;-0.026057;0.119203;0.000863;0.203472;0.272897;0.118022;;;2020-07-29;2015-11-03;-183.88;1.0854191619238374;ALTR
-0.017612;10.29;9.3;69671438.0;;10.09;9.88;;31558.5;108839.75;;;Alussa Energy Acquisition Corp.;30124680;-0.018;-0.0175;-0.0174;-0.017958;-0.017864;-0.017693;-0.028784;-0.005281;-0.005272;-0.001084;;;;;;0.04613342175960168;ALUS
-0.012893;87.68;39.05;5753619834.0;61913.0;71.36;54.19;90504594.0;476996.1;694238.12;5.0956;2.52;Autoliv, Inc.;91215181;3.5781;-0.304;-0.397;-0.012759;-0.25665;-0.220932;-0.093255;0.17034;0.113138;0.109399;2020-05-11;0.04001362977240783;2020-07-09;2020-05-11;13.47;1.3071772973787898;ALV
-0.389608;413.0;233.95;1229402753.0;70.0;322.31;273.91;2188796.0;12488.4;12076.9;9.3696;19.0;Alexander's, Inc.;5274276;2.8126;-0.4383;-0.3925;-0.378579;-0.275829;-0.26385;-0.231855;-0.144935;-0.213849;0.065459;;0.07730710575705214;2020-07-27;2020-05-02;26.3;0.6338788416625095;ALX
-0.20933383234799055;138.66;76.29;23013457502.0;3222.0;103.36;95.7;223624166.0;1962345.4;2390537.1;11.156;;Alexion Pharmaceuticals, Inc.;225994632;31.3352;-0.3879;-0.1714;-0.210669;-0.062651;-0.090751;0.02237;-0.027642;0.052995;-0.007936;;;2020-07-15;;9.68;0.8063702359074564;ALXN
-0.447436;3.27;0.967;87766710.0;2074.0;2.5;1.76;37178237.0;8276.3;7223.7;-0.1158;;Alithya Group, Inc.;52278102;-0.6338;-0.6535;-0.6525;-0.451597;-0.410651;-0.310903;-0.400625;-0.030116;-0.017817;-0.018184;;;2020-06-13;;-15.46;0.47160739692973996;ALYA
-0.7016;13.7;1.73;2139356845.0;563.0;5.65;3.47;302949118.0;7356403.9;10148595.41;-1.6027;1.29;Antero Midstream Corp.;489215421;-0.8305;-0.8185;-0.7809;-0.69774;-0.408463;-0.112766;-0.064927;-0.090035;0.7221;0.196941;;0.297951725474081;2020-07-24;2020-04-28;-2.8;0.7742689918002881;AM
-0.28551;13.77;4.53;262052757.0;450.0;9.88;7.33;34481359.0;626986.4;561805.1;-10.9689;;AMAG Pharmaceuticals, Inc.;35104717;0.69;-0.9003;-0.723;-0.27265;-0.391708;-0.303737;-0.156411;0.046878;-0.046713;0.092216;;;2020-07-31;;-0.7;1.0217591967590727;AMAG
-0.426819;20.0;8.1;332766404.0;405.0;16.3;10.0;14153031.0;78247.1;92166.63;1.4823;0.29;Amalgamated Bank;32023443;-0.2307;-0.2336;-0.228;-0.422368;-0.465296;-0.474332;-0.4355;0.10599;0.064767;0.08167;;0.02758509531730784;2020-09-15;2020-05-11;7.26;1.0673274546758322;AMAL
0.3718465539978241;71.82;37.05;51965930044.0;22957.0;55.22;49.35;919787672.0;10822552.5;9694784.22;3.2861;0.89;Applied Materials, Inc.;946851084;3.4471;1.8075;0.02;0.36827;-0.118869;-0.01717;-0.103247;0.05724;0.113355;0.057367;2020-05-20;0.0159775570519155;2020-08-11;2020-05-18;17.07;1.5317752707072858;AMAT
0.456146;74.09;36.47;1940573468.0;765.0;55.29;49.89;33471679.0;344610.0;349768.0;-1.3767;;Ambarella, Inc.;34972630;8.736;-0.3159;0.1387;0.45495;-0.101926;0.034049;-0.129626;0.127466;0.192491;0.086481;;;2020-05-18;;-42.14;1.2543908244749444;AMBA
-0.167836;23.0;8.76;645649912.0;106.0;19.08;14.68;46941590.0;836208.8;542707.65;-10.024;;Ambac Financial Group, Inc.;47358614;-0.321;-0.4764;-0.2823;-0.167482;-0.374563;-0.328991;-0.369734;-0.070114;-0.137159;0.098935;;;2020-07-27;;-1.4;1.35126224596581;AMBC
-0.505777;5.27;1.1;44064984.0;3480.0;2.04;2.09;19421329.0;4106.2;6927.87;-0.684;;Ambow Education Holding Ltd.;19560030;-1.0025;0.8671;0.12;-0.510118;-0.12366;0.211263;-0.297425;0.218915;0.12;-0.068909;;;;;-3.41;0.019351167873221817;AMBO
-0.6570249646706832;13.52;2.02;492677434.0;40771.0;7.71;3.53;51344159.0;17074544.0;13270206.82;-1.485;0.8;AMC Entertainment Holdings, Inc.;52966208;-0.79;-0.8711;-0.7231;-0.656551;-0.383155;-0.421272;-0.348054;0.461338;0.817107;0.024771;;0.1758162314595766;2020-07-14;2020-02-24;-3.22;1.527432550800039;AMC
0.047239;10.99;9.89;287079344.0;4.0;10.26;10.45;23090488.0;118115.0;115186.61;0.0904;;AMCI Acquisition Corp.;22270995;0.065;0.065;0.065;0.047107;0.017191;0.02327;0.010109;0.012934;0.013336;0.005111;;;;;118.7;0.025268872494114452;AMCI
0.004;10.43;10.1;291061017.0;4.0;10.33;10.09;22298783.0;87501.0;36194.18;0.0902;;AMCI Acquisition Corp.;22281157;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;122.18;;AMCIU
-0.15847;11.97;5.9;15008257222.0;51239.0;9.82;8.36;1618301575.0;5545474.9;5523345.52;0.3214;0.36;Amcor Plc;1584748887;-0.156;-0.1577;-0.1534;-0.152998;-0.109943;-0.058872;-0.047355;0.134863;0.036055;0.043307;2020-05-15;0.03706988494622432;2020-08-13;2020-02-22;30.58;-0.19093375767752818;AMCR
-0.46204;57.76;19.99;1656531168.0;2211.0;38.94;26.14;39832832.0;1348260.7;971640.2;5.5237;;AMC Networks, Inc.;41543604;-0.1348;-0.6129;-0.4726;-0.459306;-0.224792;-0.22943;-0.10742;0.436122;0.259369;0.118494;;;2020-07-18;;5.86;0.8509496439607208;AMCX
1.0433611840606238;61.42;26.1;66423687501.0;11423.0;42.39;52.08;1135989785.0;61727016.2;72075182.2;0.4477;;Advanced Micro Devices, Inc.;1185348400;7.8331;22.5254;3.337;1.020134;0.117323;0.396108;0.11657;-0.023694;0.133187;0.008663;;;2020-07-09;;129.87;1.2978198583740437;AMD
-0.009112;104.02;55.7;20252430486.0;18923.0;91.8;79.58;230078490.0;1518431.5;1506211.71;4.3046;0.6;AMETEK, Inc.;240720102;16.6573;0.5514;0.1304;-0.009167;-0.160237;-0.136958;-0.115492;0.122872;0.08547;0.067815;2020-06-08;0.007307856321877486;2020-07-22;2020-03-07;21.04;1.284143052812209;AME
0.7417575360611052;224.45;112.07;6212954680.0;22239.0;163.85;189.69;33382435.0;284866.3;299750.05;4.101;;Amedisys, Inc.;32572571;56.734;5.917;1.6274;0.733288;0.160348;0.213761;0.000647;-0.003648;-0.000479;0.040633;;;2020-07-27;;50.56;0.9158306595385848;AMED
-0.10915262423101924;23.98;9.29;645829391.0;580.0;16.63;14.39;18467164.0;59364.9;47495.27;0.4128;;Apollo Medical Holdings, Inc.;36161840;17926.0;1.7325;0.0874;-0.105852;-0.037456;0.022614;0.0294;0.297212;0.165994;0.080087;;;2020-08-06;;45.47;0.9705090659225873;AMEH
-0.264419;98.05;46.56;3206119416.0;4139.0;79.26;62.01;48417818.0;456785.3;493016.8;4.0557;1.31;Affiliated Managers Group, Inc.;47892171;1.3847;-0.7335;-0.6142;-0.255389;-0.214345;-0.220465;-0.222842;0.09052;0.001088;0.069441;;0.0198104215722706;2020-07-31;2020-05-04;17.3;1.4414372305832146;AMG
0.323714;248.82;168.97;136399247682.0;24412.0;221.21;226.16;589918365.0;3100588.9;2899107.7;12.9596;6.22;Amgen, Inc.;595341908;2.9481;0.3783;0.289;0.312284;-0.066646;-0.02689;0.03182;-0.019733;0.030697;-0.064719;;0.02710116297967487;2020-07-12;2020-05-11;17.81;0.8509125291387363;AMGN
-0.004601;31.25;18.3;7388985262.0;1331.0;26.22;24.22;263650276.0;2652660.4;2606319.6;0.302;0.2;American Homes 4 Rent;306672329;0.5488;0.4573;0.2202;-0.00456;-0.07074;-0.083257;-0.158035;0.02919;-0.025641;0.044105;2020-06-05;0.00851972714899666;2020-07-29;2020-03-02;81.09;0.9233818874638979;AMH
-0.01267;10.16;9.76;97270287.0;;10.14;9.93;;16.5;8048.23;;;Amplitude Healthcare Acquisition Corp.;10253358;-0.0126;-0.0124;-0.0125;-0.012114;-0.012074;-0.011967;-0.023966;-0.000156;0.02221;0.0;;;;;;-0.02728906726598842;AMHC
;;;;;;;;;;;;Amplitude Healthcare Acquisition Corp.;10167397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;AMHCU
-0.4433467982624155;27.26;6.41;1760764716.0;;19.5;11.12;;1730078.0;3027614.23;;;JPMorgan Alerian MLP Index ETN;122387090;-0.2701;-0.7119;-0.4703;-0.446155;-0.356263;-0.319918;-0.267724;0.258683;0.416968;0.098109;;;;;;1.1070088864942347;AMJ
-0.002238;35.42;14.11;2045979733.0;750.0;26.55;22.15;17066076.0;146203.5;147790.9;-0.0063;;AssetMark Financial Holdings, Inc.;75239852;-0.0022;-0.0023;-0.0023;-0.002253;-0.100978;0.113886;-0.09909;0.236767;0.22915;0.083771;;;2020-08-15;;-4445.0;0.006555878601182855;AMK
0.440028;15.74;5.4;2433746120.0;30742.0;10.78;9.2;98089482.0;1152900.6;1441611.09;0.8865;;Amkor Technology, Inc.;245548615;0.874;0.4378;0.1219;0.454491;-0.254336;-0.189802;-0.11087;0.086349;0.08223;0.057114;;;2020-08-03;;11.57;1.591871673311235;AMKR
-0.105823;89.9;37.4;2147918278.0;3394.0;61.11;56.22;47586982.0;1193646.0;929370.04;1.9906;;AMN Healthcare Services, Inc.;48667279;10.9369;0.7905;-0.2111;-0.107368;-0.270231;-0.239028;-0.3956;-0.065839;-0.275887;0.188575;;;2020-07-24;;23.61;0.665417832203541;AMN
-0.341067;43.0;19.4;278736642.0;362.0;34.29;23.51;10816315.0;23819.8;27150.18;2.19;1.06;American National Bankshares, Inc. (Virginia);11360286;-0.0118;0.0873;-0.3893;-0.338194;-0.401381;-0.366655;-0.30278;0.152333;-0.013112;0.116663;2020-05-31;0.04400560967330436;2020-07-11;2020-02-27;12.11;1.35019748315568;AMNB
-0.066957;52.19;20.0;337017556.0;1762.0;39.4;28.32;7748901.0;58076.0;58343.68;1.8243;0.12;Allied Motion Technologies, Inc.;9982234;14.9257;0.0995;-0.3071;-0.067754;-0.30596;-0.249801;-0.288949;0.28248;0.18764;0.15527;2020-05-05;0.003614046457860197;2020-07-20;2020-05-06;19.5;1.352646627823756;AMOT
-0.135581;18.09;10.74;337565953.0;197182.0;15.14;12.0;;3571.6;5232.35;1.1172;0.3775;America Movil SAB de CV;26756243;4.7;-0.4054;-0.23;-0.130446;-0.219777;-0.197126;-0.252209;0.2;0.086752;0.009629;;0.030185720306472333;2020-07-11;2019-10-29;12.13;0.8101321102755441;AMOV
-0.098574;188.66;83.81;16356678646.0;12942.0;142.19;112.05;125217956.0;1143699.6;1024617.6;27.651;3.96;Ameriprise Financial, Inc.;125585693;2.819;0.0247;-0.067;-0.097505;-0.224059;-0.179997;-0.200976;0.271816;0.100228;0.085163;;0.030653573006766136;2020-07-17;2020-05-09;4.95;1.952077808305265;AMP
0.05063638386345278;1.32;0.27;97481357.0;23.0;0.5234;0.532;156603629.0;1173109.8;1685449.04;-0.0884;;Ampio Pharmaceuticals, Inc.;170998031;-0.599;-0.711;-0.7771;0.051053;-0.035882;0.358195;-0.120032;0.14311;0.220425;0.015958;;;;;-6.99;0.32803904371089276;AMPE
-0.1296449465578;23.28;12.44;893470691.0;2044.0;19.34;16.33;35626410.0;539589.4;334295.77;1.1212;;Amphastar Pharmaceuticals, Inc.;47385631;1.1392;0.2262;0.1419;-0.13389;-0.046658;0.026291;0.051895;0.1269;0.121806;0.016046;;;2020-08-04;;16.9;0.872207763396552;AMPH
-0.879262;8.4;0.5046;43817151.0;233.0;4.84;0.93;38766332.0;836586.8;867497.7;-12.5383;0.5;Amplify Energy Corp.;38176774;0.6142;0.6152;-0.9521;-0.886649;-0.847992;-0.810424;-0.81074;0.57764;0.258616;0.223421;;0.4476128319253148;2020-11-02;2020-03-10;-0.09;1.7833128142969747;AMPY
-0.2241626811602171;17.18;8.0;61170547.0;107.0;13.55;9.66;5300070.0;1204.9;2887.8;1.028;0.27;American River Bankshares;5926779;-0.1636;0.0525;-0.3686;-0.21833;-0.35436;-0.330566;-0.330181;0.056005;0.077902;0.098146;;0.026040202513284587;2020-07-13;2020-04-19;10.31;0.3123701547171736;AMRB
0.33675295882896555;26.32;13.42;976788602.0;1137.0;17.82;18.08;21590023.0;217683.4;218434.77;1.0307;;Ameresco, Inc.;29532468;1.019;1.8642;0.8512;0.329413;0.177513;0.281757;-0.131441;0.204385;0.166653;0.095996;;;2020-08-08;;21.03;1.1890483720006557;AMRC
-0.886899;11.41;0.6276;3969424.0;414.0;2.77;0.99;2566776.0;123003.6;157379.58;-2.3767;;Ameri Holdings, Inc.;3308150;-1.0147;-0.9817;-0.9583;-0.87702;-0.523381;-0.583605;-0.070823;0.274274;0.452655;0.063561;;;;;-0.52;0.5065992158382338;AMRH
0.2146465522524299;17.87;7.7;116270181.0;195.0;11.67;13.72;4823902.0;31927.1;33426.04;1.7587;;A-Mark Precious Metals, Inc.;7353154;0.2338;0.5109;0.2743;0.219765;1.03367;0.609547;0.803279;0.197616;0.240221;-0.002514;;;2020-09-11;2018-02-10;10.07;0.11895072063140104;AMRK
-0.593349;27.13;4.11;2677162633.0;978.0;15.59;8.11;356369842.0;8473730.5;12109662.84;-0.0707;;Amarin Corp. Plc;374929086;-0.7175;2.9153;1.2935;-0.593984;-0.687318;-0.671118;-0.58778;0.0932;0.204148;-0.060867;;;2020-07-21;;-100.3;1.290763051980022;AMRN
-0.140944;5.5;1.4;604122702.0;570.0;3.43;2.57;76175539.0;2860699.4;1831549.18;-2.585;;Amyris, Inc.;168351818;-1.0289;-0.8863;-0.2898;-0.139499;0.195004;-0.027661;0.111759;0.379714;0.485888;0.06477;;;2020-07-26;;-1.42;1.3034260871075867;AMRS
-0.486527;9.39;2.36;1361405992.0;5693.0;3.74;3.56;97825836.0;3144863.0;2032166.46;-1.6696;;Amneal Pharmaceuticals, Inc.;153396665;-0.0521;-0.9156;-0.7398;-0.485032;-0.050998;0.455469;0.02045;0.437436;0.37481;0.100886;;;2020-07-30;;-2.87;1.2085093433315297;AMRX
-0.466785;3.5;1.18;9590438.0;9.0;2.26;1.56;3379056.0;19245.3;26729.5;0.0451;;American Shared Hospital Services;5711913;-0.5904;-0.384;-0.4213;-0.457735;-0.371394;-0.331694;-0.340121;0.073716;0.059985;0.073073;;;;;38.67;0.6159997475270338;AMS
-0.403827;11.86;4.6;149000547.0;239.0;7.32;5.8;19167567.0;194287.5;169008.81;-0.9456;;American Superconductor Corp.;23422576;-0.8258;0.0173;-0.029;-0.386512;-0.179026;-0.254957;-0.208295;0.272382;0.09886;0.115998;;;2020-05-28;;-7.24;1.214277161959069;AMSC
0.032515;81.23;48.21;1233590151.0;441.0;66.43;62.1;19648415.0;126117.6;122846.05;4.5845;1.05;AMERISAFE, Inc.;19412231;50.361;0.397;0.0298;0.032188;-0.065382;-0.057392;-0.171599;0.0197;-0.101874;0.113743;2020-05-31;0.017037717275684275;2020-07-19;2020-03-03;14.9;0.9544798371488092;AMSF
0.2912775963029368;20.54;9.24;558235796.0;427.0;15.76;14.69;30080321.0;160432.0;177626.8;0.2651;0.45;American Software, Inc.;30759808;4.4335;0.8706;0.3099;0.304156;0.142697;0.081422;-0.089649;0.177791;0.112997;0.043681;2020-08-06;0.0259466756145214;2020-06-17;2020-05-04;69.46;0.9121393707450588;AMSWA
0.140282;269.55;175.77;105801962292.0;5650.0;232.38;234.48;452811469.0;1843345.7;2034212.23;4.4117;3.99;American Tower Corp.;450569944;41.7776;1.4107;0.6796;0.140482;-0.001537;0.086975;-0.071128;-0.100808;-0.126072;-0.006289;2020-06-15;0.0175529156943526;2020-07-28;2020-03-31;56.05;0.9937167965384959;AMT
-0.376407;24.04;10.41;512378012.0;862.0;18.63;13.21;20142141.0;59005.1;49234.8;1.006;;Amerant Bancorp, Inc.;29405146;-0.6974;-0.3478;-0.3552;-0.382359;-0.472357;-0.454259;-0.376681;-0.026613;-0.202725;0.086301;;;2020-07-17;;12.66;1.202495759148386;AMTB
-0.3195865152005341;18.0;8.03;392272890.0;847.0;13.6;9.37;13604648.0;1134.4;2983.8;1.014;;Amerant Bancorp, Inc.;13908929;-0.4886;-0.4902;-0.4916;-0.316163;-0.448249;-0.373213;-0.394947;0.056147;-0.024263;0.056379;;;;;9.7;0.5292806509585944;AMTBB
-0.342876;55.57;28.2;19578721607.0;9584.0;43.9;36.4;508566836.0;3649553.5;3966323.7;3.5985;1.22;TD Ameritrade Holding Corp.;545217833;5.8367;-0.084;-0.4493;-0.340017;-0.318812;-0.287701;-0.259538;-0.084592;-0.093396;0.0272;;0.03567431598602455;2020-07-13;2020-04-28;10.02;1.29057224349612;AMTD
-0.255876;1.74;0.3794;18692545.0;165.0;0.8696;0.6223;15888982.0;271806.4;1694901.14;-1.8757;;Aemetis, Inc.;21529674;-1.0363;-0.8256;-0.4991;-0.26309;-0.034294;-0.101256;0.092948;0.562842;0.603718;0.206713;;;2020-07-29;;-0.47;-0.1957567840801064;AMTX
-0.449525;17.12;4.05;46535969.0;;12.18;7.3;;16304.9;34951.5;;;ETRACS Alerian MLP Index ETN;5203002;-0.1984;-0.6845;-0.481;-0.454524;-0.353894;-0.311202;-0.266541;0.257067;0.439906;0.098548;;;;;;1.0954957122606714;AMU
-0.457113;17.03;3.72;47102688.0;;12.49;7.0;;14547.5;15467.37;;;ETRACS Alerian MLP Index ETN;5171934;-0.5975;-0.5932;-0.4444;-0.445456;-0.342108;-0.311474;-0.263771;0.259144;0.441972;0.101072;;;;;;1.021496077891469;AMUB
-0.32595688762519204;121.8;35.5;1008792223.0;9381.0;86.67;50.55;16003676.0;172110.8;176093.3;5.0381;;American Woodmark Corp.;16942921;1.7812;0.1747;-0.3148;-0.330055;-0.438658;-0.426301;-0.514781;0.440038;0.120316;0.200406;;;2020-05-16;;12.12;1.946298641411144;AMWD
-0.11311;18.05;10.58;28923088583.0;200418.0;14.7;12.49;2297300675.0;2953963.6;4922587.63;1.0874;0.369;America Movil SAB de CV;2301309463;4.7164;-0.392;-0.2252;-0.11746;-0.226163;-0.193427;-0.24787;0.166491;0.109318;0.040161;;0.029529749406246943;2020-07-11;2019-10-25;11.83;1.0234850844296632;AMX
0.32364735998574273;2646.15;1626.95;1265083542498.0;825512.0;1939.6;2257.49;429358233.0;4007157.2;5576734.97;22.1358;;Amazon.com, Inc.;500401587;98.155;4.909;0.5682;0.325263;0.296518;0.407542;0.224957;0.036734;0.20214;0.015547;;;2020-07-22;;115.82;0.6782202701638453;AMZN
0.001047;54.58;21.24;3646705053.0;26056.0;45.85;32.3;77577260.0;1095903.6;1066294.52;1.4325;;AutoNation, Inc.;89248004;2.2169;-0.3713;-0.1686;0.001034;-0.186951;-0.235475;-0.165904;0.375645;0.19492;0.121519;;;2020-07-09;;29.54;1.1453043386810078;AN
-0.734098;80.05;10.0;529876309.0;90.0;23.71;16.07;25771816.0;361906.6;386221.1;-3.0966;;AnaptysBio, Inc.;28531689;0.3008;0.2974;-0.7963;-0.751759;0.231516;0.634918;0.237403;0.269386;0.2796;0.032401;;;2020-07-25;;-6.29;1.0754099285296432;ANAB
-0.411681;131.6;65.85;1927367669.0;;109.42;76.6;19816236.0;47145.3;43889.43;5.32;3.4;American National Insurance Co.;27280418;-0.1143;-0.3214;-0.4315;-0.421834;-0.42553;-0.426359;-0.380195;-0.054087;-0.139222;-0.010117;2020-05-31;0.04873446790430267;;2020-02-25;13.5;0.9028399439330839;ANAT
-0.7936116571306561;5.36;0.53;9191814.0;17.0;1.63;0.8;;96829.3;50354.37;-4.7892;;Anchiano Therapeutics Ltd.;7437928;-0.9055;-0.9253;-0.9286;-0.800517;-0.2493;-0.142528;-0.109334;0.40582;0.713247;0.240028;;;2020-08-08;;-0.25;1.2949026719481187;ANCN
0.02982;10.3;10.0;144909327.0;3.0;10.47;10.33;10742631.0;1056.6;5550.76;-0.024;;Andina Acquisition Corp. III;14336217;0.0426;0.043;0.0431;0.028954;-0.004942;0.006146;-0.006124;-0.007213;0.001013;0.0;;;;;-422.95;0.02381396894479276;ANDA
0.005;10.22;10.0;146363850.0;;10.37;10.15;;557611.56;550205.03;;;Andina Acquisition Corp. III;14567231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;ANDAU
-0.577932;29.71;10.0;408652466.0;2367.0;21.76;15.8;32045075.0;470262.5;299736.53;-0.1657;0.7;The Andersons, Inc.;34468253;1.924;-0.761;-0.6337;-0.585471;-0.518;-0.475459;-0.367728;-0.104207;-0.305977;0.093526;;0.05808358061239791;2020-07-25;2020-03-20;-79.14;0.9679737585245333;ANDE
-0.12123925978424609;293.37;162.44;17408234988.0;2356.0;224.41;206.86;54625735.0;800489.6;867025.1;10.5616;;Arista Networks, Inc.;76671266;3.171;2.3169;-0.1034;-0.124114;0.090754;0.148;0.044246;0.0567;0.063635;0.06169;;;2020-07-23;;21.47;1.0881395005241883;ANET
-0.524905;26.01;7.42;761691897.0;44141.0;15.3;10.44;60655655.0;2942479.9;2504870.33;0.669;0.8;Abercrombie & Fitch Co.;62890870;-0.6182;-0.4661;-0.578;-0.513115;-0.319345;-0.254737;-0.22315;0.321848;0.059606;0.082389;;0.06794937557232339;2020-05-23;2020-02-27;18.3;1.339986604087175;ANF
-0.303916;15.77;4.3;5158666132.0;5065.0;7.77;6.63;71893628.0;3166949.2;2761807.9;0.032;;ANGI Homeservices, Inc.;75482112;-0.369;0.6861;-0.266;-0.294743;0.173894;0.378388;0.29316;0.872677;0.90653;0.074065;;;2020-07-25;;345.79;0.7620734914529506;ANGI
-0.47431591084746605;22.99;7.75;401942168.0;1067.0;14.51;10.08;38362373.0;273106.6;258639.9;1.3632;;AngioDynamics, Inc.;37954924;-0.1633;-0.3724;-0.4826;-0.474002;-0.348919;-0.325943;-0.171474;0.02649;-0.000997;0.047;;;2020-07-06;;8.12;0.9783205724347787;ANGO
-0.65;4.13;0.82;152455149.0;;3.02;1.5;97607975.0;1188378.5;1471480.9;-2.3392;0.3;Anworth Mortgage Asset Corp.;102012173;-0.9177;-0.7259;-0.7151;-0.63;-0.578025;-0.576962;-0.590718;0.10261;0.013362;0.049541;;0.19896267116223054;2020-07-23;2020-05-01;-0.66;1.4165693241414998;ANH
-0.130523;76.9;22.59;475559963.0;157.0;49.09;30.91;14572993.0;216940.9;179609.5;1.9121;;Anika Therapeutics, Inc.;14726337;20.2785;-0.0722;-0.164;-0.130855;-0.384694;-0.440917;-0.242437;0.042183;-0.005997;0.084416;;;2020-07-15;;18.2;0.9525910478321103;ANIK
-0.565068;90.81;29.25;401336809.0;348.0;58.48;39.01;9621228.0;125733.4;111939.71;-0.1142;;ANI Pharmaceuticals, Inc.;12779762;-0.5354;-0.4175;-0.5262;-0.563881;-0.494513;-0.452636;-0.481864;-0.245981;-0.344494;0.022294;;;2020-07-29;;-290.77;1.2843072728032887;ANIP
0.03627113405495195;2.48;1.7;43957820.0;8.0;1.9;1.9;18819309.0;161890.3;707572.0;-0.4714;;Anixa Biosciences, Inc.;21301066;0.0371;0.0361;0.0364;0.035857;0.03641;0.035946;0.036474;0.036301;0.035409;0.079694;;;;;-4.34;0.6539765585178253;ANIX
-0.32468229302110446;12.38;5.31;67219127.0;;8.54;8.14;;3803.2;2754.55;;;AnPac Bio-Medical Science Co. Ltd.;8764579;-0.3256;-0.3175;-0.3275;-0.328065;-0.316588;-0.322061;-0.186253;-0.039954;-0.090465;-0.03472;;;;;;-0.9931566259086121;ANPC
0.45451;303.9;176.64;23859288541.0;4286.0;250.82;250.04;85450672.0;478575.0;555156.69;4.9244;;ANSYS, Inc.;87185129;44.6031;2.0157;0.6279;0.45624;0.026506;0.08328;-0.039519;0.011585;0.1227;0.04889;;;2020-07-29;;55.88;1.2090837679828228;ANSS
-0.604512;1.94;0.66;9036573.0;317.0;0.9889;0.7635;12879441.0;123667.8;49535.9;-6.1775;;AirNet Technology, Inc.;12737749;-1.0391;-0.987;-0.8136;-0.608123;-0.331552;-0.373375;-0.325212;-0.08;-0.08;0.080825;;;;;-0.11;0.18889567604417304;ANTE
0.00558786339870127;319.42;171.74;70263441395.0;72278.0;278.87;249.6;257659982.0;1264198.1;1559504.37;19.0573;3.44;Anthem, Inc.;258433249;4.242;0.7083;0.2093;0.005738;-0.075719;-0.04584;0.004396;0.060836;0.154059;0.002187;2020-05-27;0.01229533590180547;2020-07-25;2020-03-07;14.83;1.2660260163787458;ANTM
-0.527884;11.01;2.5;31706049.0;2.0;4.51;3.68;4092501.0;61597.7;42520.4;-0.2233;;Annovis Bio, Inc.;7178523;-0.5505;-0.537;-0.5371;-0.54064;-0.537725;-0.532163;-0.157597;0.175955;0.478612;0.287367;;;;;-22.14;-0.3407451847893759;ANVS
0.010469948761495228;2.43;0.34;30316403.0;43.0;1.0;0.98;14318929.0;367937.4;284060.0;-22.894;;Sphere 3D Corp.;16130905;-1.0232;-1.0062;-0.3471;0.01089;1.450908;1.550529;1.529051;1.293802;1.647269;0.241805;;;;;-0.09;0.8317298912128213;ANY
0.16159;11.46;5.67;581116869.0;2033.0;8.68;8.81;54582974.0;712196.0;814894.94;0.2761;;American Outdoor Brands Corp.;56290065;5.8645;-0.3453;-0.1026;0.16052;0.13025;0.231804;-0.036002;0.148333;0.2957;0.035;;;2020-06-08;;38.7;0.08127229576239657;AOBC
-0.123629;9.44;5.25;787196722.0;;8.46;6.87;106389656.0;236196.1;393617.1;0.9205;0.71;Aberdeen Total Dynamic Dividend Fund;110187227;-0.8493;-0.2241;-0.2324;-0.120986;-0.217304;-0.177221;-0.20187;0.022525;0.0;0.029545;2020-05-15;0.09778206647537806;;2020-05-13;7.89;0.9776233252185133;AOD
0.069256;245.84;150.22;46844680957.0;50262.0;201.13;183.18;234704590.0;1554229.1;1446766.1;7.3308;0.44;Aon Plc;236668091;8.5069;0.9302;0.3826;0.068775;-0.077235;-0.031467;-0.14037;0.064816;0.006911;0.008939;;0.002362848895850568;2020-07-23;2020-04-29;27.9;0.870012239666755;AON
-0.030128926321038;54.02;35.22;5937443294.0;15757.0;46.4;40.11;138232622.0;1724698.8;1632680.73;2.0835;0.95;A. O. Smith Corp.;136789225;8.5497;0.2325;-0.3326;-0.030453;-0.109648;-0.11476;-0.003802;0.103512;0.062202;0.057682;;0.02232574018686794;2020-07-21;2020-04-28;21.65;0.7500796479520644;AOS
